00:10:03:23 00:10:08:13 我向所有真理的追求者致敬
01:06:20:17 01:06:22:02 你沒有不平衡
01:06:22:10 01:06:24:13 你在中央，沒有問題
01:06:25:03 01:06:27:06 若果你有問題
01:06:27:16 01:06:32:09 靈量會升起又降下
01:06:35:15 01:06:37:14 因此你感覺不到
01:06:37:24 01:06:39:04 有問題的人
01:06:39:10 01:06:42:18 有時會感到在不同位置有痛楚
01:06:43:22 01:06:46:03 但如果靈量只升起
01:06:46:14 01:06:50:10 你便知道自己是正直的好人
01:07:01:04 01:07:04:23 是否所有不能解釋的問題
01:07:05:07 01:07:07:07 都能用「神」這個字來解釋？不，不，不
01:07:07:16 01:07:09:21 在霎哈嘉瑜伽，一切都能解釋
01:07:10:05 01:07:13:02 能驗證(Pramana)
01:07:21:02 01:07:24:11 有沒有人曾看到，聽到，感到或意會到
01:07:24:19 01:07:29:01 他最終的控制人、主人、擁有人、決策人？
01:07:29:07 01:07:33:23 當然有！很多很多人，你不知道嗎？
01:07:36:10 01:07:38:10 很多人
01:07:45:24 01:07:49:16 每個人的最終的權力是
01:07:49:24 01:07:52:16 外在的還是內在的？
01:07:52:22 01:07:55:03 祂反映在每個人身上
01:07:57:06 01:08:03:06 但反映不是主體
01:08:04:16 01:08:07:16 不過，視乎反映者的狀況
01:08:07:22 01:08:10:03 反映可以等同主體
01:08:16:07 01:08:21:13 若某人已能領悟最終的真理，為何他仍會死？
01:08:40:21 01:08:43:02 他問了個很大的問題
01:08:43:09 01:08:44:21 我想是這個男士
01:08:45:02 01:08:46:15 問我這個問題
01:08:46:21 01:08:49:08 我請他先獲得自覺
01:08:49:16 01:08:51:19 他相當困惑
01:08:53:16 01:08:58:13 你看，現在︰「甚麼是神？甚麼是死亡？」
01:08:59:16 01:09:01:07 你是誰？
01:09:01:16 01:09:03:16 先找出答案
01:09:04:06 01:09:06:17 誰提出這個問題？…
01:09:10:11 01:09:14:05 他在中脈的狀態下發問嗎？噢，天呀！
01:09:15:22 01:09:17:04 很有趣
01:09:17:12 01:09:19:20 他是在中脈的狀態下提出這個問題
01:09:20:04 01:09:23:10 可以說他想得太多了
01:09:37:01 01:09:39:23 說神是好的是否錯呢？
01:09:40:07 01:09:42:20 我想他過度閱讀
01:09:44:10 01:09:45:19 這才是問題
01:09:46:04 01:09:48:16 孩子，你先要知道實相
01:09:49:07 01:09:54:02 這些問題都會消失---無疑惑覺醒狀態…
01:10:08:22 01:10:13:10 他現在想談理想和典範之類的
01:10:20:24 01:10:24:01 人只活一次是千真萬確的…
01:10:24:07 01:10:28:10 錯，誰告訴你？不是他
01:10:31:13 01:10:33:14 如果你相信這種說法我也沒辦法
01:10:33:21 01:10:35:14 但這並非事實
01:10:36:02 01:10:39:13 美善和正義
01:10:39:20 01:10:43:01 並非你求道的終點
01:10:45:22 01:10:49:06 正法(dharma)是平衡
01:10:50:18 01:10:52:07 它令你平衡
01:10:52:15 01:10:55:03 為何要平衡？為何要正法？
01:10:55:10 01:10:56:21 我們會問
01:10:57:04 01:11:00:24 為甚麼我們要依正法；為甚麼不能違反正法？
01:11:01:07 01:11:04:22 為甚麼不問這個問題？這是很合理的
01:11:05:07 01:11:09:02 為甚麼要堅持正法、正法、正法？
01:11:10:08 01:11:13:02 因為你們要升進
01:11:13:11 01:11:16:03 如果飛機不平衡
01:11:16:13 01:11:17:16 它又怎能上升？
01:11:18:00 01:11:21:09 如果它只懂平衡而不會上升
01:11:21:17 01:11:24:09 那麽要飛機來有甚麼用？
01:11:25:11 01:11:27:15 你要成為dharmateet
01:11:28:01 01:11:30:01 你要超越正法
01:11:30:12 01:11:33:20 超越時態---即是gunateet
01:11:34:04 01:11:38:15 當你超越後，正法就成為你的一部分
01:11:39:14 01:11:42:12 你不用告訴自己：「不要這樣做，不要…」
01:11:42:20 01:11:45:22 不，你就是不會這樣做，試試吧
01:11:49:11 01:11:50:21 以我為例
01:11:51:06 01:11:53:01 你們都知道我過著雙重的生活
01:11:53:12 01:11:57:18 我的丈夫是---你一定認識他
01:11:58:03 01:12:00:23 他是個大人物
01:12:02:17 01:12:07:07 這些無意義的事情伴隨著我的人生
01:12:09:17 01:12:12:03 當他來到英國
01:12:13:19 01:12:16:18 他們問他：「為甚麼不與我們一起跳舞？」
01:12:17:01 01:12:18:17 他說：「因為我太太不跳舞
01:12:19:00 01:12:20:15 我也不想跳舞。」他把所有事情都推在我身上
01:12:20:23 01:12:23:09 這是很好的逃避方法！
01:12:24:03 01:12:26:12 他們說：「不，不，帶她來倫敦吧
01:12:26:20 01:12:27:20 她行的
01:12:28:01 01:12:29:13 如果你帶她來倫敦，她會開始跳舞
01:12:29:21 01:12:32:08 他說：「即使帶她到月球，她也不會跳！」
01:12:33:09 01:12:38:17 就是如此。正法是天生的，你就是不會這樣做
01:12:39:04 01:12:43:14 不是因為制約，應該是---是霎哈嘉
01:12:45:05 01:12:48:03 自然而然---你只是不會這樣做
01:12:48:13 01:12:50:17 不，我不會這麼做
01:12:52:01 01:12:54:03 你永不會做錯事
01:12:54:10 01:12:58:10 因為你就是不會去做
01:13:02:07 01:13:04:07 要超越正法
01:13:04:13 01:13:06:08 即是正法已成為你的一部分
01:13:06:16 01:13:11:05 Gunateet是超越時態
01:13:14:02 01:13:16:10 你不在右脈，不在左脈，不在中脈
01:13:16:19 01:13:18:00 而是超越它們
01:13:18:08 01:13:20:19 甚麼是左、右、中，這是甚麼
01:13:21:02 01:13:24:02 為何要停留在那裡？---最好是超越它們
01:13:25:06 01:13:27:03 這正發生在你們身上
01:13:27:10 01:13:29:05 所以「只有這裡才有正義的人
01:13:29:13 01:13:31:16 很多正義的人來了又去了
01:13:31:22 01:13:34:05 影響不了大家
01:13:34:18 01:13:40:19 你們需要的是解放，是升進
01:13:41:05 01:13:43:08 這是你們要成就的
01:13:45:22 01:13:48:03 「只是好人」---所謂好人
01:13:48:14 01:13:51:15 你不能樹立美德，我告訴你
01:13:52:19 01:13:55:15 沒有人想跟隨有美德的人
01:13:58:14 01:14:01:10 像在浦那，他們說：
01:14:01:17 01:14:05:10 人人都收賄款，他們只吃錢，從不吃食物
01:14:05:18 01:14:07:21 我說：「真的嗎？」
01:14:08:04 01:14:09:07 我告訴丈夫：
01:14:09:14 01:14:11:07 人人都吃錢。他那時在倫敦
01:14:11:16 01:14:14:19 他說：「你告訴他們『我丈夫從不收賄。』
01:14:15:02 01:14:17:03 所以我告訴他們：「我丈夫從不收賄款。」
01:14:17:11 01:14:19:22 他們說：「為甚麼他不收？誰叫他不收？」
01:14:23:03 01:14:26:19 一般來說
01:14:27:07 01:14:31:08 人們從不跟隨
01:14:31:16 01:14:34:02 誠實正直的人，從不
01:14:36:03 01:14:38:22 他們通常只會追隨
01:14:39:05 01:14:40:03 有點像這樣的人
01:14:40:11 01:14:44:07 原因是我們是來自動物階段
01:14:45:01 01:14:47:07 能輕易的回去
01:14:49:05 01:14:54:19 一旦你得到自覺，要回去就很困難了
01:14:56:01 01:14:58:11 即是說一旦花兒變成果實
01:14:58:20 01:15:03:22 再也不能變回花兒---就是這樣簡單
01:15:04:07 01:15:09:10 你們來這兒，很好，很甜美
01:15:10:03 01:15:14:06 跟著取得自覺；然後我才跟你們談
01:15:14:21 01:15:16:23 你自己會說
01:15:17:05 01:15:18:12 看看在這裡唱歌的人
01:15:18:21 01:15:22:07 有些曾是很嚴重的吸毒者！真可怕
01:15:22:23 01:15:24:02 他們甚至看不見我。他們說：
01:15:24:08 01:15:26:01 我們看到光從你身上走出來
01:15:26:08 01:15:29:22 但看不見你。」他們來時是處於昏迷的狀態
01:15:30:15 01:15:34:18 一夜間，就結束了，那些酒鬼在一夜間完結了
01:15:35:01 01:15:36:18 我沒有告訴他們。我從未告訴他們：
01:15:37:03 01:15:39:10 「不要喝酒，不要…」我從不這麼說
01:15:39:23 01:15:43:18 讓你的靈的光進入，你便好了
01:15:45:21 01:15:47:10 我不用告訴你甚麼
01:15:47:18 01:15:50:08 你自動戒掉所有壞習慣
01:15:54:10 01:15:56:02 明白嗎？
01:15:57:06 01:15:59:13 因為當有光
01:16:01:03 01:16:03:05 黑暗就會消散
01:16:05:23 01:16:08:01 只是正義是不足夠的
01:16:08:08 01:16:10:15 你要超越它
01:16:30:16 01:16:35:05 有人寫信來說他的朋友有問題
01:16:35:13 01:16:37:17 他跌倒，遇到意外
01:16:38:00 01:16:42:19 他應該找霎哈嘉瑜伽士幫助他
01:16:43:03 01:16:46:04 現在我不醫治人，因為沒有這個需要
01:16:46:15 01:16:49:04 我要做其他荒謬的事情
01:16:49:18 01:16:53:01 醫治現在是霎哈嘉瑜伽士來做
01:16:55:17 01:16:58:01 我有很多其他的事要處理
01:16:58:15 01:16:59:20 你隨便找任何人
01:17:00:02 01:17:03:01 他們都會樂意幫助你
01:17:07:17 01:17:10:05 啊，這是個好問題
01:17:12:19 01:17:15:18 霎哈嘉瑜伽能否消除
01:17:16:00 01:17:17:10 苦難和貧窮？
01:17:17:17 01:17:19:22 我們可以擺脫貧窮嗎？
01:17:20:08 01:17:24:11 肯定可以
01:17:26:20 01:17:30:01 首先你要停止禁食
01:17:30:23 01:17:34:05 你想禁食嗎？神會說：「好，照辦吧
01:17:34:13 01:17:38:11 你不會獲得食物。」就是這樣 。你的願望會實現。
01:17:39:18 01:17:41:22 你想變成苦行者(sanyasi)？
01:17:42:19 01:17:45:24 想穿破衣服？好吧，給你貧窮
01:17:46:06 01:17:49:06 你想貧窮，畢竟是你的要求。
01:17:55:19 01:17:58:00 你想受苦？「我們必須受苦。」
01:17:58:09 01:18:00:17 有很多荒謬的說法：
01:18:01:02 01:18:03:08 「你要受苦。」怎樣做？
01:18:03:14 01:18:07:08 「我受苦。」好吧，如果你有這個要求，你就享受它吧
01:18:10:04 01:18:12:21 你想要富足，喚醒靈量後
01:18:13:21 01:18:16:01 你便會得到
01:18:16:07 01:18:19:13 你見到一個被稱為臍輪的能量中心
01:18:19:23 01:18:22:16 Lakshmi Narayana(拉希什米的一個形相)坐在哪裡
01:18:23:12 01:18:26:01 當Lakshmi Narayana在你之內被喚醒
01:18:26:16 01:18:28:21 你怎會貧窮？
01:18:32:18 01:18:35:19 金錢也有自己的問題
01:18:37:19 01:18:43:03 你有財富，感到滿足
01:18:45:17 01:18:48:06 但不要要求貧窮
01:18:48:23 01:18:53:04 不要這樣要求。現在西方人
01:18:54:07 01:18:56:18 有強烈願望想貧窮
01:18:57:20 01:18:59:21 他們把穿的褲子叫作holey
01:19:00:02 01:19:01:18 因為褲子有很多洞
01:19:02:10 01:19:06:02 他們穿爛褲子---在英國，試想像
01:19:06:13 01:19:09:07 這麼寒冷的國家，穿有洞的褲子
01:19:09:24 01:19:11:22 會弄至靜脈曲張
01:19:12:08 01:19:16:08 那兒還有很多荒謬的折磨
01:19:16:16 01:19:18:06 太多了
01:19:18:14 01:19:21:19 很長的信---應該寫短些
01:19:23:05 01:19:29:17 這些事正在發生，這都是人要求的
01:19:30:01 01:19:33:06 因此，在美洲、英國、
01:19:33:14 01:19:37:14 西班牙、法國也有經濟衰退
01:19:37:22 01:19:40:07 如果你想要貧窮，就會得到
01:19:41:13 01:19:44:09 我想拉希什米的注意力已來到這兒
01:19:45:04 01:19:47:02 我想我們的政府開始有點見識
01:19:47:10 01:19:53:08 我肯定會成就到---但願如此
01:19:53:21 01:19:56:08 你來到霎哈嘉瑜伽會很驚訝
01:19:56:21 01:20:00:19 例如，在英國有很多人失業
01:20:01:02 01:20:04:20 但卻沒有霎哈嘉瑜伽士失業，一個也沒有
01:20:06:16 01:20:11:15 最少這傢伙，最少有一個…
01:20:12:00 01:20:15:15 首先，他會來霎哈嘉瑜伽
01:20:21:20 01:20:27:07 母親，霎哈嘉瑜伽除了能令我們健康和喜樂
01:20:27:15 01:20:31:01 還有甚麽？一切---整體。
01:20:31:11 01:20:32:21 你想要甚麼？
01:20:33:21 01:20:35:11 請求吧
01:20:38:06 01:20:42:00 要對它有欲望---對一切
01:20:56:21 01:20:58:17 他說還未向他解釋
01:20:59:06 01:21:00:23 現在我給你們自覺
01:21:01:06 01:21:03:20 你會看到輪穴是怎樣打開
01:21:04:02 01:21:06:12 之後你們到靜坐中心，便會
01:21:06:19 01:21:10:10 知道一切，一年內你們都會成為導師
01:21:11:13 01:21:13:24 最重要是給自己時間
01:21:14:07 01:21:15:19 人們現在都很忙碌
01:21:16:02 01:21:17:06 你在做甚麼？
01:21:17:16 01:21:21:06 有些女士告訴我她們忙於參加反璞歸真的派對
01:21:25:20 01:21:27:11 只有很少女士在這裡
01:21:27:19 01:21:30:11 在馬德拉斯，女士們必定是坐在廟宇裡
01:21:31:01 01:21:34:12 剪髮、剃頭
01:21:39:03 01:21:41:12 即使很有學識的女士也這樣做
01:21:41:24 01:21:44:02 我是說為甚麼，為甚麽要剃頭？
01:21:44:10 01:21:47:07 神也有很多頭髮---你們不用剪它
01:21:49:11 01:21:51:10 真荒謬！
01:21:55:18 01:21:59:08 女士應該比男士更有力量(shakti shali)
01:21:59:20 01:22:04:08 這些印度婦女的制約---天曉得
01:22:06:10 01:22:09:07 好吧。我們現在…
01:22:17:04 01:22:19:01 他在說：「我練習呼吸法(pranayama)四年了
01:22:19:09 01:22:23:12 沒有跟老師學…。」這是非常危險的
01:22:26:02 01:22:28:18 如果你沒有老師…有沒有老師
01:22:29:00 01:22:31:22 練習呼吸法(pranayama)也是非常危險的
01:22:35:08 01:22:40:06 哈！如果你的肺有毛病
01:22:41:03 01:22:43:06 或一些特別的原因…
01:22:43:16 01:22:45:06 你要明白，所有練習(vyayamas)
01:22:45:15 01:22:49:07 都有原因的，是為某個輪穴而做的
01:22:49:15 01:22:50:22 當靈量升起
01:22:51:04 01:22:54:24 假設她停在腹部，臍輪
01:22:55:15 01:22:58:13 你用呼吸法(pranayama)有甚麼作用呢？
01:23:00:18 01:23:02:19 你要知道靈量在哪裡
01:23:03:01 01:23:06:05 舉個例：今天我坐車來
01:23:08:05 01:23:12:18 他們把車停在某處，然後停在另一處
01:23:13:02 01:23:14:14 車開動後
01:23:14:21 01:23:17:05 只有我才知道要在哪裡停
01:23:17:20 01:23:20:06 之前我又怎能知道？
01:23:21:19 01:23:22:17 同樣地
01:23:22:23 01:23:25:05 當靈量上升---動動腦筋！
01:23:25:15 01:23:27:01 她停在某一點
01:23:27:08 01:23:33:01 你便應該知道做甚麽練習來糾正它
01:23:33:15 01:23:35:04 這是很有科學根據的
01:23:35:15 01:23:40:06 我們也有用這方法，但不會無時無刻從
01:23:40:18 01:23:43:07 藥盒裡拿出
01:23:43:21 01:23:45:12 所有藥來吃
01:23:45:24 01:23:49:20 因此他們說自己出問題---你們當然會出問題…
01:24:03:00 01:24:05:03 你也會，很快會
01:24:07:00 01:24:08:24 這是非常危險的
01:24:11:11 01:24:15:19 你要明白，我們不單是肉體的存在體
01:24:16:01 01:24:19:11 不單活在生命力(prana)裡---這是對的
01:24:20:14 01:24:23:07 我見過一些練習呼吸法的人
01:24:23:18 01:24:25:12 如果他們結婚---感謝天，你未婚
01:24:25:20 01:24:27:18 他們會與太太離婚
01:24:28:03 01:24:30:03 因為沒有愛
01:24:33:05 01:24:36:17 他們都是很乏味的人，絕對是枯燥的人
01:24:38:20 01:24:41:09 他們的人生沒有一點詩意
01:24:42:14 01:24:46:01 好吧，你們最好讀些美麗的詩篇吧！
01:24:50:12 01:24:51:12 他說︰「可否說說
01:24:51:20 01:24:54:21 甚麼是右脈和左脈？
01:24:55:10 01:24:57:04 這是個很長的課題
01:24:57:11 01:24:59:08 如果你來霎哈嘉瑜伽，他們會告訴你
01:24:59:14 01:25:06:19 右脈是生理和情緒的能量
01:25:07:05 01:25:13:03 用於生理和---對不起，生理和心理的工作
01:25:13:17 01:25:17:03 左脈是情緒的能量
01:25:17:11 01:25:19:04 例如，練習呼吸法(pranayama)
01:25:19:12 01:25:22:00 他那樣做，他會偏向右脈
01:25:24:15 01:25:26:21 你這樣做才會
01:25:37:07 01:25:43:22 喚醒靈量之際，
01:25:44:13 01:25:46:00 會不會感到恐懼？
01:25:46:00 01:25:48:14 不會，你不會。她是你的母親
01:25:49:00 01:25:50:19 她會承受一切問題
01:25:51:00 01:25:53:22 你出生時，母親承擔一切問題
01:25:54:05 01:25:56:22 一切陣痛，她沒有麻煩你，對嗎？
01:26:00:00 01:26:02:12 她，可憐的傢伙，為你受苦
01:26:02:21 01:26:04:23 一旦你出生，她便甚麼都忘記
01:26:05:06 01:26:07:06 這是---我的孩子出生了
01:26:07:16 01:26:09:07 過去的已經過去
01:26:09:15 01:26:11:07 這就是靈量
01:26:11:24 01:26:13:14 你為何要害怕？
01:26:13:23 01:26:16:01 有些人告訴你喚醒靈量
01:26:16:13 01:26:18:21 是很危險的事，因為他們對此
01:26:19:04 01:26:20:13 完全不了解
01:26:20:24 01:26:23:12 他們不想你獲得自覺
01:26:32:19 01:26:34:10 他說得對
01:26:34:20 01:26:39:00 [問題：雖然有不少降世神祗和聖人，但邪魔 
01:26:39:09 01:26:47:06 自古至今仍然存在。]
01:26:49:01 01:26:50:18 對
01:26:51:20 01:26:53:18 但有解決的方法
01:26:54:13 01:26:57:24 為甚麼不找方法去驅走邪魔？
01:26:58:18 01:27:02:12 一旦你是已得自覺的靈
01:27:02:19 01:27:05:13 邪魔就會跑掉，要跑掉的不是你
01:27:12:10 01:27:15:21 是時候全部邪魔都要跑掉
01:27:16:12 01:27:19:13 都要被消滅，被揭發，被殺光
01:27:20:02 01:27:22:15 你可以做到
01:27:25:10 01:27:30:00 像樹木生長，萬物都有它的時間規律
01:27:31:03 01:27:35:17 全部六個輪穴都會慢慢地穩固
01:27:36:03 01:27:39:02 第七個輪穴是頂輪
01:27:39:15 01:27:42:01 在霎哈嘉瑜伽裏打開了
01:27:44:10 01:27:46:19 整幅圖畫己經完成
01:27:49:21 01:27:56:02 邪魔不能消滅霎哈嘉瑜伽士，他們很清楚知道
01:27:57:14 01:28:00:17 即使邪魔也很清楚
01:28:02:01 01:28:05:09 若他們看到霎哈嘉瑜伽士，就會跑掉
01:28:09:23 01:28:11:23 所以你不用擔心
01:28:18:09 01:28:20:24 相信我已經解答了你們
01:28:21:10 01:28:23:01 大部分的疑問
01:28:26:24 01:28:28:16 還有一件事
01:28:30:05 01:28:34:06 我過去…有多少年？
01:28:38:00 01:28:40:20 二十三年，二十一年
01:28:42:11 01:28:44:09 都在解答問題
01:28:46:16 01:28:49:01 現在我挺純熟
01:28:49:07 01:28:52:17 可以回答任何問題，真的
01:28:53:08 01:28:56:20 但我要告訴你，這樣不保證你可以得到覺醒
01:28:57:03 01:29:00:08 雖然我解答你的問題
01:29:04:20 01:29:06:16 那只是思維上的特技
01:29:06:22 01:29:09:06 不代表我可以喚醒你的靈量
01:29:09:14 01:29:11:09 或靈量會升起
01:29:11:17 01:29:14:00 完全是另一回事
01:29:14:20 01:29:18:20 我只是不想你們的思緒突然
01:29:19:01 01:29:22:13 跳出來說，你還沒有問這個問題
01:29:22:21 01:29:25:01 你感到有壓力。我因此回答你們
01:29:25:13 01:29:27:08 不然，我回答與否
01:29:27:14 01:29:29:02 不會有任何分別
01:29:29:19 01:29:31:17 那是很不同，
01:29:32:19 01:29:34:16 不同的地帶
01:29:44:20 01:29:49:03 大家都準備好獲得自覺
01:29:49:20 01:29:54:12 那些昨天已有自覺的會有更深的感受
01:29:56:02 01:29:58:23 我說過，不想要自覺的人
01:29:59:06 01:30:03:05 我不能勉強你---不能勉強
01:30:12:17 01:30:16:09 我想所有西方來的霎哈嘉瑜伽士都要出去
01:30:16:24 01:30:19:23 是時候了，很抱歉
01:30:20:16 01:30:23:04 我知道你們想坐下來靜坐
01:30:23:13 01:30:26:02 但你們會比其他人有更多靜坐的機會
01:30:26:11 01:30:27:24 因為時候到了
01:30:28:08 01:30:30:07 你們要收拾東西
01:30:30:17 01:30:32:06 好吧
01:30:34:20 01:30:36:20 看看他們，他們唱梵文歌
01:30:37:08 01:30:39:15 他們唱了整首“Ai Giri Nandini”，唱得很好
01:30:39:23 01:30:42:09 想想他們，你能想像嗎，這些人
01:30:43:08 01:30:44:15 怎樣學懂？
01:30:44:23 01:30:47:06 他們是德國人，能想像到嗎？
01:30:47:23 01:30:50:06 他們不叫自己德國人，不
01:30:50:21 01:30:52:21 他們怎能做到？
01:30:55:07 01:30:57:18 他們自己也不知道。英國人
01:30:57:24 01:31:01:02 住在這裡三百年，卻一句印地語也不懂
01:31:01:10 01:31:03:07 不知道他們做了些甚麼
01:31:04:01 01:31:06:11 即使跟他們說Darwaza Band Kar (即請關門)
01:31:06:18 01:31:09:00 你也要說：「There was a banker.」
01:31:09:17 01:31:11:13 看看他們！
01:31:11:24 01:31:14:05 全都是Atma(靈)！
01:31:15:02 01:31:16:20 他們比你們
01:31:17:02 01:31:20:05 更懂得欣賞印度音樂、Kuchipudi舞(印度一種古典舞蹈)
01:31:20:11 01:31:22:20 真令人
01:31:24:05 01:31:26:19 驚訝
01:31:33:06 01:31:40:07 因為我們的音樂來自Aumkara(唵)
01:31:43:04 01:31:45:09 它會得到證實的，Brahman
01:31:47:01 01:31:49:19 我們應為自己是印度人而自豪
01:31:55:05 01:31:58:19 我們的文化是全世界最高的
01:31:59:16 01:32:02:13 我們要尊重和保存自己的文化
01:32:04:05 01:32:06:16 去問他們，他們會向你展示
01:32:08:03 01:32:11:15 告訴你他們在霎哈嘉瑜伽找到甚麼
01:32:17:20 01:32:19:23 [這個問題是關於解脫。]
01:32:21:09 01:32:22:24 這就是解脫(moksha)嗎？
01:32:23:07 01:32:24:13 當然！
01:32:24:21 01:32:27:02 這就是解脫了
01:32:33:16 01:32:37:24 「解脫」是你超越肉身
01:32:38:05 01:32:40:08 心理、情緒的存在體
01:32:40:19 01:32:43:10 你不再牽涉其中
01:32:43:24 01:32:45:16 這就是解脫
01:32:47:23 01:32:50:12 藉着不牽涉
01:32:50:20 01:32:54:15 你所有的肉身、心理、情緒的問題都獲得解決
01:32:58:20 01:33:03:07 你成為，你成為tattwa(原理)，
01:33:04:15 01:33:06:15 Tattwamasi你成為tattwa
01:33:06:24 01:33:09:12 "Aham Brahmasmi”---你成為Brahma(創造神)
01:33:09:18 01:33:12:10 它就在四周____這是Brahma
01:33:17:13 01:33:19:08 即使你已經成為了也不會相信
01:33:19:14 01:33:21:07 我再次告訴你
01:33:21:17 01:33:23:14 我是說我不知道發生了甚麼
01:33:23:22 01:33:26:00 他們不相信自己就是這樣
01:33:32:05 01:33:33:19 好吧
01:33:34:14 01:33:38:07 現在要明白一件簡單的事情
01:33:38:14 01:33:40:14 就是這是活生生的過程
01:33:41:01 01:33:45:15 是不可勉強的，它自會成就
01:33:47:05 01:33:50:21 你們都有權
01:33:51:05 01:33:53:22 得到自覺，你們全部人
01:33:54:05 01:33:56:10 無論你是甚麽種族，甚麽宗教
01:33:56:18 01:33:59:00 甚麽國家---你是人類
01:33:59:08 01:34:01:17 你們全都有這權利
01:34:03:06 01:34:05:03 請你們脫下鞋子
01:34:05:09 01:34:08:09 把雙腳放在大地之母上
01:34:15:23 01:34:18:07 因為她會吸掉我們的問題
01:34:19:17 01:34:23:09 兩隻…請脫下鞋子
01:34:24:13 01:34:26:09 請脫下
01:34:28:15 01:34:32:01 他聽不懂我的語言，對嗎？
01:34:51:14 01:34:55:20 雙腳放在大地之母，雙腳分開一點
01:35:02:12 01:35:08:12 靜坐期間不要出外，就是這樣…
01:35:27:11 01:35:29:14 你們要走了
01:35:30:02 01:35:33:09 請你們先行吧
01:35:34:00 01:35:36:03 是坐飛機嗎？…
01:36:03:08 01:36:04:11 好吧
01:36:04:18 01:36:06:12 你們是霎哈嘉瑜伽士，可成就任何事
01:36:06:20 01:36:08:18 火車會等你們
01:36:15:18 01:36:18:13 他們不想錯過任何時刻
01:36:19:13 01:36:21:18 他們清楚每一刻的重要性
01:36:21:24 01:36:23:16 你能想像
01:36:31:14 01:36:34:11 你要對自己真誠
01:36:35:20 01:36:40:00 請把雙腳分開 
01:36:42:11 01:36:48:03 保持着良好的感覺
01:36:48:10 01:36:52:02 prasanna bhave, prasanna chitt
01:36:53:14 01:36:55:11 不要生自己或別人氣
01:36:55:19 01:36:57:02 只是持久喜悅
01:36:57:08 01:37:01:00 梵文的用字真美麗---prasanna持久喜悅
01:37:01:13 01:37:04:14 請把雙腳像這樣分開放
01:37:05:00 01:37:07:16 保持着良好
01:37:08:04 01:37:10:04 美好的感覺
01:37:15:06 01:37:20:18 首先我們會告訴你要按著哪個輪穴
01:37:20:24 01:37:23:15 怎樣提升靈量
01:37:24:13 01:37:26:04 遲一點，你不用擔心
01:37:26:12 01:37:28:21 因為這是很簡單的
01:37:29:08 01:37:36:00 他會向你們展示怎樣提升靈量
01:37:42:06 01:37:44:17 如果你有…
01:37:56:17 01:37:58:21 (請把它鬆開一點。)
01:38:00:04 01:38:03:20 請把左手這樣子朝向我…
01:38:24:19 01:38:25:24 好了
01:38:26:08 01:38:28:14 左手這樣子朝向我
01:38:28:15 01:38:33:18 那幫助吸收能量
01:38:35:01 01:38:38:04 表達你們的願望
01:38:38:11 01:38:40:12 因為左邊是願望的力量
01:38:40:20 01:38:43:15 而右邊是行動的力量
01:38:49:13 01:38:53:07 把你們的左手這樣子朝向我
01:38:53:15 01:38:56:14 表示你們有
01:38:56:24 01:38:59:02 獲得自覺的願望
01:39:01:03 01:39:04:24 把右手放在心臟的位置
01:39:06:19 01:39:13:00 就如我告訴你，全能的神
01:39:14:03 01:39:15:23 以靈反映在我們的心裡
01:39:18:01 01:39:22:23 若你成為靈，你就成為自己的導師
01:39:24:13 01:39:26:13 現在放下你的右手
01:39:26:20 01:39:28:13 我們只處理左邊
01:39:29:19 01:39:37:13 你的左上腹
01:39:38:03 01:39:39:17 按大力一點
01:39:40:05 01:39:44:05 這是你的導師的能量中心
01:40:43:18 01:40:45:05 可以嗎？
01:40:48:08 01:40:50:06 你聽得到我嗎？
01:40:52:16 01:40:56:13 如果你是靈，你就是自己的導師
01:40:56:20 01:40:58:23 把右手
01:40:59:09 01:41:02:06 放在左上腹
01:41:02:14 01:41:05:09 這是你導師的能量中心
01:41:07:07 01:41:09:20 誰發出聲音？
01:41:12:10 01:41:14:06 他們聽到我的話嗎？
01:41:14:17 01:41:15:20 不？
01:41:16:04 01:41:17:23 不，太吵了
01:41:18:20 01:41:20:18 聽得到我嗎？
01:41:23:22 01:41:25:13 好了，謝謝
01:41:26:07 01:41:31:19 現在，把右手
01:41:32:00 01:41:34:12 放在左下腹
01:41:36:09 01:41:44:01 這是純粹知識的能量中心
01:41:45:03 01:41:49:18 它在你的神經
01:41:49:24 01:41:51:15 和中樞神經系統中運作
01:41:51:23 01:41:57:15 以左腹輪彰顯出來
01:42:04:17 01:42:06:08 你再把右手
01:42:06:16 01:42:08:20 放到
01:42:14:23 01:42:16:22 左上腹
01:42:18:08 01:42:21:20 然後，把手放在心臟的位置
01:42:26:13 01:42:30:03 再把手移到
01:42:31:23 01:42:33:12 頸和肩膀交界處
01:42:33:20 01:42:37:04 頭轉向右
01:42:44:22 01:42:48:12 當你感到內疚
01:42:49:04 01:42:51:24 這能量中心就會有阻塞，你也會染上脊椎炎
01:42:52:07 01:42:54:01 或咽喉痛等等的可怕疾病
01:42:58:20 01:43:04:19 現在請把右手放在前額
01:43:08:18 01:43:10:16 垂下頭
01:43:11:08 01:43:14:13 你要原諒所有人
01:43:18:22 01:43:21:23 不用想要原諒誰
01:43:26:03 01:43:29:05 把右手按在後尾枕的位置
01:43:29:12 01:43:30:11 這是額輪
01:43:30:19 01:43:35:06 前額輪和後額輪---即視覺神經
01:43:35:15 01:43:38:06 按着兩旁
01:43:41:00 01:43:43:23 就是這個能量中心，因為你感到內疚
01:43:45:15 01:43:49:18 向神聖的力量懇求寬恕就可以了
