00:10:03:23 00:10:08:13 我向所有真理的追求者致敬
01:07:21:02 01:07:24:11 有没有人曾看到，听到，感到或意会到
01:07:24:19 01:07:29:01 他最终的控制人、主人、拥有人、决策人？
01:07:29:07 01:07:33:23 当然有！很多很多人，你不知道吗？
01:07:36:10 01:07:38:10 很多人
01:07:45:24 01:07:49:16 每个人的最终的权力是
01:07:49:24 01:07:52:16 外在的还是内在的？
01:07:52:22 01:07:55:03 祂反映在每个人身上
01:07:57:06 01:08:03:06 但反映不是主体
01:08:04:16 01:08:07:16 不过，视乎反映者的状况
01:08:07:22 01:08:10:03 反映可以等同主体
01:08:16:07 01:08:21:13 若某人已能领悟最终的真理，为何他仍会死？
01:08:40:21 01:08:43:02 他问了个很大的问题
01:08:43:09 01:08:44:21 我想是这个男士
01:08:45:02 01:08:46:15 问我这个问题
01:08:46:21 01:08:49:08 我请他先获得自觉
01:08:49:16 01:08:51:19 他相当困惑
01:08:53:16 01:08:58:13 你看，现在︰「什么是神？什么是死亡？」
01:08:59:16 01:09:01:07 你是谁？
01:09:01:16 01:09:03:16 先找出答案
01:09:04:06 01:09:06:17 谁提出这个问题？…
01:09:10:11 01:09:14:05 他在中脉的状态下发问吗？噢，天呀！
01:09:15:22 01:09:17:04 很有趣
01:09:17:12 01:09:19:20 他是在中脉的状态下提出这个问题
01:09:20:04 01:09:23:10 可以说他想得太多了
01:09:37:01 01:09:39:23 说神是好的是否错呢？
01:09:40:07 01:09:42:20 我想他过度阅读
01:09:44:10 01:09:45:19 这才是问题
01:09:46:04 01:09:48:16 孩子，你先要知道实相
01:09:49:07 01:09:54:02 这些问题都会消失---无疑惑觉醒状态…
01:10:08:22 01:10:13:10 他现在想谈理想和典范之类的
01:10:20:24 01:10:24:01 人只活一次是千真万确的…
01:10:24:07 01:10:28:10 错，谁告诉你？不是他
01:10:31:13 01:10:33:14 如果你相信这种说法我也没办法
01:10:33:21 01:10:35:14 但这并非事实
01:10:36:02 01:10:39:13 美善和正义
01:10:39:20 01:10:43:01 并非你求道的终点
01:10:45:22 01:10:49:06 正法(dharma)是平衡
01:10:50:18 01:10:52:07 它令你平衡
01:10:52:15 01:10:55:03 为何要平衡？为何要正法？
01:10:55:10 01:10:56:21 我们会问
01:10:57:04 01:11:00:24 为什么我们要依正法；为什么不能违反正法？
01:11:01:07 01:11:04:22 为什么不问这个问题？这是很合理的
01:11:05:07 01:11:09:02 为什么要坚持正法、正法、正法？
01:11:10:08 01:11:13:02 因为你们要升进
01:11:13:11 01:11:16:03 如果飞机不平衡
01:11:16:13 01:11:17:16 它又怎能上升？
01:11:18:00 01:11:21:09 如果它只懂平衡而不会上升
01:11:21:17 01:11:24:09 那么要飞机来有什么用？
01:11:25:11 01:11:27:15 你要成为dharmateet
01:11:28:01 01:11:30:01 你要超越正法
01:11:30:12 01:11:33:20 超越时态---即是gunateet
01:11:34:04 01:11:38:15 当你超越后，正法就成为你的一部分
01:11:39:14 01:11:42:12 你不用告诉自己：「不要这样做，不要…」
01:11:42:20 01:11:45:22 不，你就是不会这样做，试试吧
01:11:49:11 01:11:50:21 以我为例
01:11:51:06 01:11:53:01 你们都知道我过着双重的生活
01:11:53:12 01:11:57:18 我的丈夫是---你一定认识他
01:11:58:03 01:12:00:23 他是个大人物
01:12:02:17 01:12:07:07 这些无意义的事情伴随着我的人生
01:12:09:17 01:12:12:03 当他来到英国
01:12:13:19 01:12:16:18 他们问他：「为什么不与我们一起跳舞？」
01:12:17:01 01:12:18:17 他说：「因为我太太不跳舞
01:12:19:00 01:12:20:15 我也不想跳舞。」他把所有事情都推在我身上
01:12:20:23 01:12:23:09 这是很好的逃避方法！
01:12:24:03 01:12:26:12 他们说：「不，不，带她来伦敦吧
01:12:26:20 01:12:27:20 她行的
01:12:28:01 01:12:29:13 如果你带她来伦敦，她会开始跳舞
01:12:29:21 01:12:32:08 他说：「即使带她到月球，她也不会跳！」
01:12:33:09 01:12:38:17 就是如此。正法是天生的，你就是不会这样做
01:12:39:04 01:12:43:14 不是因为制约，应该是---是霎哈嘉
01:12:45:05 01:12:48:03 自然而然---你只是不会这样做
01:12:48:13 01:12:50:17 不，我不会这么做
01:12:52:01 01:12:54:03 你永不会做错事
01:12:54:10 01:12:58:10 因为你就是不会去做
01:13:02:07 01:13:04:07 要超越正法
01:13:04:13 01:13:06:08 即是正法已成为你的一部分
01:13:06:16 01:13:11:05 Gunateet是超越时态
01:13:14:02 01:13:16:10 你不在右脉，不在左脉，不在中脉
01:13:16:19 01:13:18:00 而是超越它们
01:13:18:08 01:13:20:19 什么是左、右、中，这是什么
01:13:21:02 01:13:24:02 为何要停留在那里？---最好是超越它们
01:13:25:06 01:13:27:03 这正发生在你们身上
01:13:27:10 01:13:29:05 所以「只有这里才有正义的人
01:13:29:13 01:13:31:16 很多正义的人来了又去了
01:13:31:22 01:13:34:05 影响不了大家
01:13:34:18 01:13:40:19 你们需要的是解放，是升进
01:13:41:05 01:13:43:08 这是你们要成就的
01:13:45:22 01:13:48:03 「只是好人」---所谓好人
01:13:48:14 01:13:51:15 你不能树立美德，我告诉你
01:13:52:19 01:13:55:15 没有人想跟随有美德的人
01:13:58:14 01:14:01:10 像在浦那，他们说：
01:14:01:17 01:14:05:10 人人都收贿款，他们只吃钱，从不吃食物
01:14:05:18 01:14:07:21 我说：「真的吗？」
01:14:08:04 01:14:09:07 我告诉丈夫：
01:14:09:14 01:14:11:07 人人都吃钱。他那时在伦敦
01:14:11:16 01:14:14:19 他说：「你告诉他们『我丈夫从不收贿。』
01:14:15:02 01:14:17:03 所以我告诉他们：「我丈夫从不收贿款。」
01:14:17:11 01:14:19:22 他们说：「为什么他不收？谁叫他不收？」
01:14:23:03 01:14:26:19 一般来说
01:14:27:07 01:14:31:08 人们从不跟随
01:14:31:16 01:14:34:02 诚实正直的人，从不
01:14:36:03 01:14:38:22 他们通常只会追随
01:14:39:05 01:14:40:03 有点像这样的人
01:14:40:11 01:14:44:07 原因是我们是来自动物阶段
01:14:45:01 01:14:47:07 能轻易的回去
01:14:49:05 01:14:54:19 一旦你得到自觉，要回去就很困难了
01:14:56:01 01:14:58:11 即是说一旦花儿变成果实
01:14:58:20 01:15:03:22 再也不能变回花儿---就是这样简单
01:15:04:07 01:15:09:10 你们来这儿，很好，很甜美
01:15:10:03 01:15:14:06 跟着取得自觉；然后我才跟你们谈
01:15:14:21 01:15:16:23 你自己会说
01:15:17:05 01:15:18:12 看看在这里唱歌的人
01:15:18:21 01:15:22:07 有些曾是很严重的吸毒者！真可怕
01:15:22:23 01:15:24:02 他们甚至看不见我。他们说：
01:15:24:08 01:15:26:01 我们看到光从你身上走出来
01:15:26:08 01:15:29:22 但看不见你。」他们来时是处於昏迷的状态
01:15:30:15 01:15:34:18 一夜间，就结束了，那些酒鬼在一夜间完结了
01:15:35:01 01:15:36:18 我没有告诉他们。我从未告诉他们：
01:15:37:03 01:15:39:10 「不要喝酒，不要…」我从不这么说
01:15:39:23 01:15:43:18 让你的灵的光进入，你便好了
01:15:45:21 01:15:47:10 我不用告诉你什么
01:15:47:18 01:15:50:08 你自动戒掉所有坏习惯
01:15:54:10 01:15:56:02 明白吗？
01:15:57:06 01:15:59:13 因为当有光
01:16:01:03 01:16:03:05 黑暗就会消散
01:16:05:23 01:16:08:01 只是正义是不足够的
01:16:08:08 01:16:10:15 你要超越它
01:16:30:16 01:16:35:05 有人写信来说他的朋友有问题
01:16:35:13 01:16:37:17 他跌倒，遇到意外
01:16:38:00 01:16:42:19 他应该找霎哈嘉瑜伽士帮助他
01:16:43:03 01:16:46:04 现在我不医治人，因为没有这个需要
01:16:46:15 01:16:49:04 我要做其他荒谬的事情
01:16:49:18 01:16:53:01 医治现在是霎哈嘉瑜伽士来做
01:16:55:17 01:16:58:01 我有很多其他的事要处理
01:16:58:15 01:16:59:20 你随便找任何人
01:17:00:02 01:17:03:01 他们都会乐意帮助你
01:17:07:17 01:17:10:05 啊，这是个好问题
01:17:12:19 01:17:15:18 霎哈嘉瑜伽能否消除
01:17:16:00 01:17:17:10 苦难和贫穷？
01:17:17:17 01:17:19:22 我们可以摆脱贫穷吗？
01:17:20:08 01:17:24:11 肯定可以
01:17:26:20 01:17:30:01 首先你要停止禁食
01:17:30:23 01:17:34:05 你想禁食吗？神会说：「好，照办吧
01:17:34:13 01:17:38:11 你不会获得食物。」就是这样 。你的愿望会实现。
01:17:39:18 01:17:41:22 你想变成苦行者(sanyasi)？
01:17:42:19 01:17:45:24 想穿破衣服？好吧，给你贫穷
01:17:46:06 01:17:49:06 你想贫穷，毕竟是你的要求。
01:17:55:19 01:17:58:00 你想受苦？「我们必须受苦。」
01:17:58:09 01:18:00:17 有很多荒谬的说法：
01:18:01:02 01:18:03:08 「你要受苦。」怎样做？
01:18:03:14 01:18:07:08 「我受苦。」好吧，如果你有这个要求，你就享受它吧
01:18:10:04 01:18:12:21 你想要富足，唤醒灵量后
01:18:13:21 01:18:16:01 你便会得到
01:18:16:07 01:18:19:13 你见到一个被称为脐轮的能量中心
01:18:19:23 01:18:22:16 Lakshmi Narayana(拉希什米的一个形相)坐在哪里
01:18:23:12 01:18:26:01 当Lakshmi Narayana在你之内被唤醒
01:18:26:16 01:18:28:21 你怎会贫穷？
01:18:32:18 01:18:35:19 金钱也有自己的问题
01:18:37:19 01:18:43:03 你有财富，感到满足
01:18:45:17 01:18:48:06 但不要要求贫穷
01:18:48:23 01:18:53:04 不要这样要求。现在西方人
01:18:54:07 01:18:56:18 有强烈愿望想贫穷
01:18:57:20 01:18:59:21 他们把穿的裤子叫作holey
01:19:00:02 01:19:01:18 因为裤子有很多洞
01:19:02:10 01:19:06:02 他们穿烂裤子---在英国，试想像
01:19:06:13 01:19:09:07 这么寒冷的国家，穿有洞的裤子
01:19:09:24 01:19:11:22 会弄至静脉曲张
01:19:12:08 01:19:16:08 那儿还有很多荒谬的折磨
01:19:16:16 01:19:18:06 太多了
01:19:18:14 01:19:21:19 很长的信---应该写短些
01:19:23:05 01:19:29:17 这些事正在发生，这都是人要求的
01:19:30:01 01:19:33:06 因此，在美洲、英国、
01:19:33:14 01:19:37:14 西班牙、法国也有经济衰退
01:19:37:22 01:19:40:07 如果你想要贫穷，就会得到
01:19:41:13 01:19:44:09 我想拉希什米的注意力已来到这儿
01:19:45:04 01:19:47:02 我想我们的政府开始有点见识
01:19:47:10 01:19:53:08 我肯定会成就到---但愿如此
01:19:53:21 01:19:56:08 你来到霎哈嘉瑜伽会很惊讶
01:19:56:21 01:20:00:19 例如，在英国有很多人失业
01:20:01:02 01:20:04:20 但却没有霎哈嘉瑜伽士失业，一个也没有
01:20:06:16 01:20:11:15 最少这傢伙，最少有一个…
01:20:12:00 01:20:15:15 首先，他会来霎哈嘉瑜伽
01:20:21:20 01:20:27:07 母亲，霎哈嘉瑜伽除了能令我们健康和喜乐
01:20:27:15 01:20:31:01 还有什么？一切---整体。
01:20:31:11 01:20:32:21 你想要什么？
01:20:33:21 01:20:35:11 请求吧
01:20:38:06 01:20:42:00 要对它有欲望---对一切
01:20:56:21 01:20:58:17 他说还未向他解释
01:20:59:06 01:21:00:23 现在我给你们自觉
01:21:01:06 01:21:03:20 你会看到轮穴是怎样打开
01:21:04:02 01:21:06:12 之后你们到静坐中心，便会
01:21:06:19 01:21:10:10 知道一切，一年内你们都会成为导师
01:21:11:13 01:21:13:24 最重要是给自己时间
01:21:14:07 01:21:15:19 人们现在都很忙碌
01:21:16:02 01:21:17:06 你在做什么？
01:21:17:16 01:21:21:06 有些女士告诉我她们忙於参加反璞归真的派对
01:21:25:20 01:21:27:11 只有很少女士在这里
01:21:27:19 01:21:30:11 在马德拉斯，女士们必定是坐在庙宇里
01:21:31:01 01:21:34:12 剪发、剃头
01:21:39:03 01:21:41:12 即使很有学识的女士也这样做
01:21:41:24 01:21:44:02 我是说为什么，为什么要剃头？
01:21:44:10 01:21:47:07 神也有很多头发---你们不用剪它
01:21:49:11 01:21:51:10 真荒谬！
01:21:55:18 01:21:59:08 女士应该比男士更有力量(shakti shali)
01:21:59:20 01:22:04:08 这些印度妇女的制约---天晓得
01:22:06:10 01:22:09:07 好吧。我们现在…
01:22:17:04 01:22:19:01 他在说：「我练习呼吸法(pranayama)四年了
01:22:19:09 01:22:23:12 没有跟老师学…。」这是非常危险的
01:22:26:02 01:22:28:18 如果你没有老师…有没有老师
01:22:29:00 01:22:31:22 练习呼吸法(pranayama)也是非常危险的
01:22:35:08 01:22:40:06 哈！如果你的肺有毛病
01:22:41:03 01:22:43:06 或一些特别的原因…
01:22:43:16 01:22:45:06 你要明白，所有练习(vyayamas)
01:22:45:15 01:22:49:07 都有原因的，是为某个轮穴而做的
01:22:49:15 01:22:50:22 当灵量升起
01:22:51:04 01:22:54:24 假设她停在腹部，脐轮
01:22:55:15 01:22:58:13 你用呼吸法(pranayama)有什么作用呢？
01:23:00:18 01:23:02:19 你要知道灵量在哪里
01:23:03:01 01:23:06:05 举个例：今天我坐车来
01:23:08:05 01:23:12:18 他们把车停在某处，然后停在另一处
01:23:13:02 01:23:14:14 车开动后
01:23:14:21 01:23:17:05 只有我才知道要在哪里停
01:23:17:20 01:23:20:06 之前我又怎能知道？
01:23:21:19 01:23:22:17 同样地
01:23:22:23 01:23:25:05 当灵量上升---动动脑筋！
01:23:25:15 01:23:27:01 她停在某一点
01:23:27:08 01:23:33:01 你便应该知道做什么练习来纠正它
01:23:33:15 01:23:35:04 这是很有科学根据的
01:23:35:15 01:23:40:06 我们也有用这方法，但不会无时无刻从
01:23:40:18 01:23:43:07 药盒里拿出
01:23:43:21 01:23:45:12 所有药来吃
01:23:45:24 01:23:49:20 因此他们说自己出问题---你们当然会出问题…
01:24:03:00 01:24:05:03 你也会，很快会
01:24:07:00 01:24:08:24 这是非常危险的
01:24:11:11 01:24:15:19 你要明白，我们不单是肉体的存在体
01:24:16:01 01:24:19:11 不单活在生命力(prana)里---这是对的
01:24:20:14 01:24:23:07 我见过一些练习呼吸法的人
01:24:23:18 01:24:25:12 如果他们结婚---感谢天，你未婚
01:24:25:20 01:24:27:18 他们会与太太离婚
01:24:28:03 01:24:30:03 因为没有爱
01:24:33:05 01:24:36:17 他们都是很乏味的人，绝对是枯燥的人
01:24:38:20 01:24:41:09 他们的人生没有一点诗意
01:24:42:14 01:24:46:01 好吧，你们最好读些美丽的诗篇吧！
01:24:50:12 01:24:51:12 他说︰「可否说说
01:24:51:20 01:24:54:21 什么是右脉和左脉？
01:24:55:10 01:24:57:04 这是个很长的课题
01:24:57:11 01:24:59:08 如果你来霎哈嘉瑜伽，他们会告诉你
01:24:59:14 01:25:06:19 右脉是生理和情绪的能量
01:25:07:05 01:25:13:03 用於生理和---对不起，生理和心理的工作
01:25:13:17 01:25:17:03 左脉是情绪的能量
01:25:17:11 01:25:19:04 例如，练习呼吸法(pranayama)
01:25:19:12 01:25:22:00 他那样做，他会偏向右脉
01:25:24:15 01:25:26:21 你这样做才会
01:25:37:07 01:25:43:22 唤醒灵量之际，
01:25:44:13 01:25:46:00 会不会感到恐惧？
01:25:46:00 01:25:48:14 不会，你不会。她是你的母亲
01:25:49:00 01:25:50:19 她会承受一切问题
01:25:51:00 01:25:53:22 你出生时，母亲承担一切问题
01:25:54:05 01:25:56:22 一切阵痛，她没有麻烦你，对吗？
01:26:00:00 01:26:02:12 她，可怜的傢伙，为你受苦
01:26:02:21 01:26:04:23 一旦你出生，她便什么都忘记
01:26:05:06 01:26:07:06 这是---我的孩子出生了
01:26:07:16 01:26:09:07 过去的已经过去
01:26:09:15 01:26:11:07 这就是灵量
01:26:11:24 01:26:13:14 你为何要害怕？
01:26:13:23 01:26:16:01 有些人告诉你唤醒灵量
01:26:16:13 01:26:18:21 是很危险的事，因为他们对此
01:26:19:04 01:26:20:13 完全不了解
01:26:20:24 01:26:23:12 他们不想你获得自觉
01:26:32:19 01:26:34:10 他说得对
01:26:34:20 01:26:39:00 [问题：虽然有不少降世神祗和圣人，但邪魔 
01:26:39:09 01:26:47:06 自古至今仍然存在。]
01:26:49:01 01:26:50:18 对
01:26:51:20 01:26:53:18 但有解决的方法
01:26:54:13 01:26:57:24 为什么不找方法去驱走邪魔？
01:26:58:18 01:27:02:12 一旦你是已得自觉的灵
01:27:02:19 01:27:05:13 邪魔就会跑掉，要跑掉的不是你
01:27:12:10 01:27:15:21 是时候全部邪魔都要跑掉
01:27:16:12 01:27:19:13 都要被消灭，被揭发，被杀光
01:27:20:02 01:27:22:15 你可以做到
01:27:25:10 01:27:30:00 像树木生长，万物都有它的时间规律
01:27:31:03 01:27:35:17 全部六个轮穴都会慢慢地稳固
01:27:36:03 01:27:39:02 第七个轮穴是顶轮
01:27:39:15 01:27:42:01 在霎哈嘉瑜伽里打开了
01:27:44:10 01:27:46:19 整幅图画己经完成
01:27:49:21 01:27:56:02 邪魔不能消灭霎哈嘉瑜伽士，他们很清楚知道
01:27:57:14 01:28:00:17 即使邪魔也很清楚
01:28:02:01 01:28:05:09 若他们看到霎哈嘉瑜伽士，就会跑掉
01:28:09:23 01:28:11:23 所以你不用担心
01:28:18:09 01:28:20:24 相信我已经解答了你们
01:28:21:10 01:28:23:01 大部分的疑问
01:28:26:24 01:28:28:16 还有一件事
01:28:30:05 01:28:34:06 我过去…有多少年？
01:28:38:00 01:28:40:20 二十三年，二十一年
01:28:42:11 01:28:44:09 都在解答问题
01:28:46:16 01:28:49:01 现在我挺纯熟
01:28:49:07 01:28:52:17 可以回答任何问题，真的
01:28:53:08 01:28:56:20 但我要告诉你，这样不保证你可以得到觉醒
01:28:57:03 01:29:00:08 虽然我解答你的问题
01:29:04:20 01:29:06:16 那只是思维上的特技
01:29:06:22 01:29:09:06 不代表我可以唤醒你的灵量
01:29:09:14 01:29:11:09 或灵量会升起
01:29:11:17 01:29:14:00 完全是另一回事
01:29:14:20 01:29:18:20 我只是不想你们的思绪突然
01:29:19:01 01:29:22:13 跳出来说，你还没有问这个问题
01:29:22:21 01:29:25:01 你感到有压力。我因此回答你们
01:29:25:13 01:29:27:08 不然，我回答与否
01:29:27:14 01:29:29:02 不会有任何分别
01:29:29:19 01:29:31:17 那是很不同，
01:29:32:19 01:29:34:16 不同的地带
01:29:44:20 01:29:49:03 大家都准备好获得自觉
01:29:49:20 01:29:54:12 那些昨天已有自觉的会有更深的感受
01:29:56:02 01:29:58:23 我说过，不想要自觉的人
01:29:59:06 01:30:03:05 我不能勉强你---不能勉强
01:30:12:17 01:30:16:09 我想所有西方来的霎哈嘉瑜伽士都要出去
01:30:16:24 01:30:19:23 是时候了，很抱歉
01:30:20:16 01:30:23:04 我知道你们想坐下来静坐
01:30:23:13 01:30:26:02 但你们会比其他人有更多静坐的机会
01:30:26:11 01:30:27:24 因为时候到了
01:30:28:08 01:30:30:07 你们要收拾东西
01:30:30:17 01:30:32:06 好吧
01:30:34:20 01:30:36:20 看看他们，他们唱梵文歌
01:30:37:08 01:30:39:15 他们唱了整首“Ai Giri Nandini”，唱得很好
01:30:39:23 01:30:42:09 想想他们，你能想像吗，这些人
01:30:43:08 01:30:44:15 怎样学懂？
01:30:44:23 01:30:47:06 他们是德国人，能想像到吗？
01:30:47:23 01:30:50:06 他们不叫自己德国人，不
01:30:50:21 01:30:52:21 他们怎能做到？
01:30:55:07 01:30:57:18 他们自己也不知道。英国人
01:30:57:24 01:31:01:02 住在这里三百年，却一句印地语也不懂
01:31:01:10 01:31:03:07 不知道他们做了些什么
01:31:04:01 01:31:06:11 即使跟他们说Darwaza Band Kar (即请关门)
01:31:06:18 01:31:09:00 你也要说：「There was a banker.」
01:31:09:17 01:31:11:13 看看他们！
01:31:11:24 01:31:14:05 全都是Atma(灵)！
01:31:15:02 01:31:16:20 他们比你们
01:31:17:02 01:31:20:05 更懂得欣赏印度音乐、Kuchipudi舞(印度一种古典舞蹈)
01:31:20:11 01:31:22:20 真令人
01:31:24:05 01:31:26:19 惊讶
01:31:33:06 01:31:40:07 因为我们的音乐来自Aumkara(唵)
01:31:43:04 01:31:45:09 它会得到证实的，Brahman
01:31:47:01 01:31:49:19 我们应为自己是印度人而自豪
01:31:55:05 01:31:58:19 我们的文化是全世界最高的
01:31:59:16 01:32:02:13 我们要尊重和保存自己的文化
01:32:04:05 01:32:06:16 去问他们，他们会向你展示
01:32:08:03 01:32:11:15 告诉你他们在霎哈嘉瑜伽找到什么
01:32:17:20 01:32:19:23 [这个问题是关於解脱。]
01:32:21:09 01:32:22:24 这就是解脱(moksha)吗？
01:32:23:07 01:32:24:13 当然！
01:32:24:21 01:32:27:02 这就是解脱了
01:32:33:16 01:32:37:24 「解脱」是你超越肉身
01:32:38:05 01:32:40:08 心理、情绪的存在体
01:32:40:19 01:32:43:10 你不再牵涉其中
01:32:43:24 01:32:45:16 这就是解脱
01:32:47:23 01:32:50:12 藉着不牵涉
01:32:50:20 01:32:54:15 你所有的肉身、心理、情绪的问题都获得解决
01:32:58:20 01:33:03:07 你成为，你成为tattwa(原理)，
01:33:04:15 01:33:06:15 Tattwamasi你成为tattwa
01:33:06:24 01:33:09:12 "Aham Brahmasmi”---你成为Brahma(创造神)
01:33:09:18 01:33:12:10 它就在四周____这是Brahma
01:33:17:13 01:33:19:08 即使你已经成为了也不会相信
01:33:19:14 01:33:21:07 我再次告诉你
01:33:21:17 01:33:23:14 我是说我不知道发生了什么
01:33:23:22 01:33:26:00 他们不相信自己就是这样
01:33:32:05 01:33:33:19 好吧
01:33:34:14 01:33:38:07 现在要明白一件简单的事情
01:33:38:14 01:33:40:14 就是这是活生生的过程
01:33:41:01 01:33:45:15 是不可勉强的，它自会成就
01:33:47:05 01:33:50:21 你们都有权
01:33:51:05 01:33:53:22 得到自觉，你们全部人
01:33:54:05 01:33:56:10 无论你是什么种族，什么宗教
01:33:56:18 01:33:59:00 什么国家---你是人类
01:33:59:08 01:34:01:17 你们全都有这权利
01:34:03:06 01:34:05:03 请你们脱下鞋子
01:34:05:09 01:34:08:09 把双脚放在大地之母上
01:34:15:23 01:34:18:07 因为她会吸掉我们的问题
01:34:19:17 01:34:23:09 两只…请脱下鞋子
01:34:24:13 01:34:26:09 请脱下
01:34:28:15 01:34:32:01 他听不懂我的语言，对吗？
01:34:51:14 01:34:55:20 双脚放在大地之母，双脚分开一点
01:35:02:12 01:35:08:12 静坐期间不要出外，就是这样…
01:35:27:11 01:35:29:14 你们要走了
01:35:30:02 01:35:33:09 请你们先行吧
01:35:34:00 01:35:36:03 是坐飞机吗？…
01:36:03:08 01:36:04:11 好吧
01:36:04:18 01:36:06:12 你们是霎哈嘉瑜伽士，可成就任何事
01:36:06:20 01:36:08:18 火车会等你们
01:36:15:18 01:36:18:13 他们不想错过任何时刻
01:36:19:13 01:36:21:18 他们清楚每一刻的重要性
01:36:21:24 01:36:23:16 你能想像
01:36:31:14 01:36:34:11 你要对自己真诚
01:36:35:20 01:36:40:00 请把双脚分开 
01:36:42:11 01:36:48:03 保持着良好的感觉
01:36:48:10 01:36:52:02 prasanna bhave, prasanna chitt
01:36:53:14 01:36:55:11 不要生自己或别人气
01:36:55:19 01:36:57:02 只是持久喜悦
01:36:57:08 01:37:01:00 梵文的用字真美丽---prasanna持久喜悦
01:37:01:13 01:37:04:14 请把双脚像这样分开放
01:37:05:00 01:37:07:16 保持着良好
01:37:08:04 01:37:10:04 美好的感觉
01:37:15:06 01:37:20:18 首先我们会告诉你要按着哪个轮穴
01:37:20:24 01:37:23:15 怎样提升灵量
01:37:24:13 01:37:26:04 迟一点，你不用担心
01:37:26:12 01:37:28:21 因为这是很简单的
01:37:29:08 01:37:36:00 他会向你们展示怎样提升灵量
01:37:42:06 01:37:44:17 如果你有…
01:37:56:17 01:37:58:21 (请把它松开一点。)
01:38:00:04 01:38:03:20 请把左手这样子朝向我…
01:38:24:19 01:38:25:24 好了
01:38:26:08 01:38:28:14 左手这样子朝向我
01:38:28:15 01:38:33:18 那帮助吸收能量
01:38:35:01 01:38:38:04 表达你们的愿望
01:38:38:11 01:38:40:12 因为左边是愿望的力量
01:38:40:20 01:38:43:15 而右边是行动的力量
01:38:49:13 01:38:53:07 把你们的左手这样子朝向我
01:38:53:15 01:38:56:14 表示你们有
01:38:56:24 01:38:59:02 获得自觉的愿望
01:39:01:03 01:39:04:24 把右手放在心脏的位置
01:39:06:19 01:39:13:00 就如我告诉你，全能的神
01:39:14:03 01:39:15:23 以灵反映在我们的心里
01:39:18:01 01:39:22:23 若你成为灵，你就成为自己的导师
01:39:24:13 01:39:26:13 现在放下你的右手
01:39:26:20 01:39:28:13 我们只处理左边
01:39:29:19 01:39:37:13 你的左上腹
01:39:38:03 01:39:39:17 按大力一点
01:39:40:05 01:39:44:05 这是你的导师的能量中心
01:40:43:18 01:40:45:05 可以吗？
01:40:48:08 01:40:50:06 你听得到我吗？
01:40:52:16 01:40:56:13 如果你是灵，你就是自己的导师
01:40:56:20 01:40:58:23 把右手
01:40:59:09 01:41:02:06 放在左上腹
01:41:02:14 01:41:05:09 这是你导师的能量中心
01:41:07:07 01:41:09:20 谁发出声音？
01:41:12:10 01:41:14:06 他们听到我的话吗？
01:41:14:17 01:41:15:20 不？
01:41:16:04 01:41:17:23 不，太吵了
01:41:18:20 01:41:20:18 听得到我吗？
01:41:23:22 01:41:25:13 好了，谢谢
01:41:26:07 01:41:31:19 现在，把右手
01:41:32:00 01:41:34:12 放在左下腹
01:41:36:09 01:41:44:01 这是纯粹知识的能量中心
01:41:45:03 01:41:49:18 它在你的神经
01:41:49:24 01:41:51:15 和中枢神经系统中运作
01:41:51:23 01:41:57:15 以左腹轮彰显出来
01:42:04:17 01:42:06:08 你再把右手
01:42:06:16 01:42:08:20 放到
01:42:14:23 01:42:16:22 左上腹
01:42:18:08 01:42:21:20 然后，把手放在心脏的位置
01:42:26:13 01:42:30:03 再把手移到
01:42:31:23 01:42:33:12 颈和肩膀交界处
01:42:33:20 01:42:37:04 头转向右
01:42:44:22 01:42:48:12 当你感到内疚
01:42:49:04 01:42:51:24 这能量中心就会有阻塞，你也会染上脊椎炎
01:42:52:07 01:42:54:01 或咽喉痛等等的可怕疾病
01:42:58:20 01:43:04:19 现在请把右手放在前额
01:43:08:18 01:43:10:16 垂下头
01:43:11:08 01:43:14:13 你要原谅所有人
01:43:18:22 01:43:21:23 不用想要原谅谁
01:43:26:03 01:43:29:05 把右手按在后尾枕的位置
01:43:29:12 01:43:30:11 这是额轮
01:43:30:19 01:43:35:06 前额轮和后额轮---即视觉神经
01:43:35:15 01:43:38:06 按着两旁
01:43:41:00 01:43:43:23 就是这个能量中心，因为你感到内疚
01:43:45:15 01:43:49:18 向神圣的力量恳求宽恕就可以了
01:43:51:05 01:43:53:02 头向后仰
01:43:59:24 01:44:02:02 现在
01:44:05:02 01:44:07:08 完全张开手
01:44:07:17 01:44:10:17 掌心
01:44:11:00 01:44:14:08 放在脑囟上，taloo
01:44:14:19 01:44:20:06 即你儿时软骨的位置
01:44:23:07 01:44:25:24 尽量垂下头
01:44:27:13 01:44:30:13 用力按着，手指翘起
01:44:31:04 01:44:38:02 用力按着，慢慢顺时针
01:44:38:13 01:44:41:24 转动头皮七次
01:44:59:02 01:45:00:22 现在
01:45:02:17 01:45:05:00 就是这样做了
01:45:05:15 01:45:09:20 要有三个先决条件
01:45:12:04 01:45:16:23 第一，你要充满信心
01:45:17:19 01:45:20:23 会得到自觉
01:45:21:12 01:45:23:22 有信心会得到自觉
01:45:24:04 01:45:26:11 (听到我吗？)
01:45:27:08 01:45:29:16 充满信心
01:45:31:08 01:45:33:13 第二
01:45:35:16 01:45:37:17 (可以弄好它吗？)
01:45:42:12 01:45:48:06 第二个条件是你不应为
01:45:48:14 01:45:51:04 任何事情内疚
01:45:53:20 01:45:58:01 印度人没有西方人那么多内疚感
